Title;Author;Price;Url
Айкибизнес: как запустить и сохранить свой бизнес (#...;Лушников А.;;https://www.piter.com/collection/biznes-literatura/product/aykibiznes-kak-zapustit-i-sohranit-svoy-biznes-ekopoket
Инструменты руководителя. Понимай людей, управляй лю...;Зима В.;1031 р.;https://www.piter.com/collection/biznes-literatura/product/instrumenty-rukovoditelya-ponimay-lyudey-upravlyay-lyudmi-3-e-izdanie
Алгоритм успеха на Youtube. Думай как ютубер!;Штукенция;738 р.;https://www.piter.com/collection/biznes-literatura/product/algoritm-uspeha-na-youtube-dumay-kak-yutuber
Бизнес-анализ в схемах: пошаговое руководство к дейс...;Корбан;449 р.;https://www.piter.com/collection/biznes-literatura/product/biznes-analiz-v-shemah-poshagovoe-rukovodstvo-k-deystviyu
Практика дистрибьюции и ритейла. Кейсы по построению...;Перминов С.;449 р.;https://www.piter.com/collection/biznes-literatura/product/praktika-distribyutsii-i-riteyla-keysy-po-postroeniyu-effektivnogo-upravleniya-kompaniyami
Телеком Целиком. Системы продаж в B2C;Бритько В.;905 р.;https://www.piter.com/collection/biznes-literatura/product/telekom-tselikom-sistemy-prodazh-v-b2c
Внутри Facebook. Голая правда;Френкель;1122 р.;https://www.piter.com/collection/biznes-literatura/product/vnutri-facebook-golaya-pravda
Молния. Как школьник, мечтавший быть дипломатом, ста...;Никитин Я.;399 р.;https://www.piter.com/collection/biznes-literatura/product/molniya-kak-shkolnik-mechtavshiy-byt-diplomatom-stal-predprinimatelem-i-izmenil-svoyu-zhizn
Туристический сувенир: от идеи до туриста;Шаталов Г.;1170 р.;https://www.piter.com/collection/biznes-literatura/product/turisticheskiy-suvenir-ot-idei-do-turista
Сметное дело в строительстве. Самоучитель. 6-е изд.,...;Ардзинов В.;858 р.;https://www.piter.com/collection/biznes-literatura/product/smetnoe-delo-v-stroitelstve-samouchitel-6-e-izd-pererabotannoe-i-dopolnennoe
Девелопер и управляющая компания;Пискулин И.;399 р.;https://www.piter.com/collection/biznes-literatura/product/developer-i-upravlyayuschaya-kompaniya
Искусственные деньги.  Как зарабатывать на предметах...;Мала;628 р.;https://www.piter.com/collection/biznes-literatura/product/iskusstvennye-dengi-kak-zarabatyvat-na-predmetah-iskusstva
Создание и продвижение интернет-магазина: как открыт...;Мазитов А.;;https://www.piter.com/collection/biznes-literatura/product/sozdanie-i-prodvizhenie-internet-magazina-kak-otkryt-i-zarabotat
Путь сотрудника. Практики лучших работодателей;Осовицкая Н.;449 р.;https://www.piter.com/collection/biznes-literatura/product/put-sotrudnika-praktiki-luchshih-rabotodateley
Культ продаж. Как выстроить отношения с клиентом, за...;Куценко Н.;726 р.;https://www.piter.com/collection/biznes-literatura/product/kult-prodazh-kak-vystroit-otnosheniya-s-klientom-zarabotat-deneg-i-ne-sgoret-na-rabote
BDSM*-продажи. *Business Development Sales & Marketing;Мельников Д.;695 р.;https://www.piter.com/collection/biznes-literatura/product/bdsm-prodazhi-business-development-sales-marketing
Сервис. Как завоевать доверие клиентов и повысить пр...;Якуба В.;888 р.;https://www.piter.com/collection/biznes-literatura/product/servis-kak-zavoevat-doverie-klientov-i-povysit-prodazhi
Парус или тормоз: как работать с корпоративной культ...;Алексеев А.;660 р.;https://www.piter.com/collection/biznes-literatura/product/parus-ili-tormoz-kak-rabotat-s-korporativnoy-kulturoy
Налоги за 14 дней. Экспресс-курс. Новое, 18-е изд.;Молчанов С.;1132 р.;https://www.piter.com/collection/biznes-literatura/product/nalogi-za-14-dney-ekspress-kurs-novoe-18-e-izd
Финансы для нефинансистов. 2-е издание;Ярухина Л.;882 р.;https://www.piter.com/collection/biznes-literatura/product/finansy-dlya-nefinansistov-2-e-izdanie
Синдром Самозванца: как творить и делать дело без ст...;Азаренок М.;1098 р.;https://www.piter.com/collection/biznes-literatura/product/sindrom-samozvantsa-kak-tvorit-i-delat-delo-bez-straha-i-somneniy
"""Упрощенка"" с нуля. Новое 7-е издание";Гартвич А.;262 р.;https://www.piter.com/collection/biznes-literatura/product/uproschenka-s-nulya-novoe-7-e-izdanie
Мой блог — мой стиль. Как писать классные тексты. Кн...;Гетьман;448 р.;https://www.piter.com/collection/biznes-literatura/product/moy-blog-moy-stil-kak-pisat-klassnye-teksty-kniga-chellendzh
Мышление руководителей: системное, управленческое, к...;Молоканов М.;399 р.;https://www.piter.com/collection/biznes-literatura/product/myshlenie-rukovoditeley-sistemnoe-upravlencheskoe-kriticheskoe-affektivnoe
Владеть и управлять. Легкая женщина с шашкой в руке;Фрамуза Т.;;https://www.piter.com/collection/biznes-literatura/product/vladet-i-upravlyat-legkaya-zhenschina-s-shashkoy-v-ruke
Системное управление на практике: 50 историй из опыт...;Севастьянов Е.;1283 р.;https://www.piter.com/collection/biznes-literatura/product/sistemnoe-upravlenie-na-praktike-50-istoriy-iz-opyta-rukovoditeley-dlya-razvitiya-upravlencheskih-navykov
Ассистент руководителя. Лайфхаки профессии. Книга-тр...;Сосновая А.;399 р.;https://www.piter.com/collection/biznes-literatura/product/assistent-rukovoditelya-layfhaki-professii-kniga-trening
TikTok Superstar. Как набрать миллион подписчиков;Однатакайя;654 р.;https://www.piter.com/collection/biznes-literatura/product/tiktok-superstar-kak-nabrat-million-podpischikov
Бухгалтерский учет с нуля. Самоучитель. Обновленное ...;Гартвич А.;630 р.;https://www.piter.com/collection/biznes-literatura/product/buhgalterskiy-uchet-s-nulya-samouchitel-obnovlennoe-izdanie
Карьера коуча. Простой и понятный алгоритм;Парфенова О.;349 р.;https://www.piter.com/collection/biznes-literatura/product/kariera-koucha-prostoy-i-ponyatnyy-algoritm
"Летопись ""Механики""";Даньшов Д.;349 р.;https://www.piter.com/collection/biznes-literatura/product/letopis-mehaniki
Киберустойчивость цифровой экономики. Как обеспечить...;Петренко С.;499 р.;https://www.piter.com/collection/biznes-literatura/product/kiberustoychivost-tsifrovoy-ekonomiki-kak-obespechit-bezopasnost-i-nepreryvnost-biznesa
Плюс-минус бесконечность: как реализовать себя с пом...;Лапшичева Н.;;https://www.piter.com/collection/biznes-literatura/product/plyus-minus-beskonechnost-kak-realizovat-sebya-s-pomoschyu-podsoznaniya
Лига Наставников. Эпизод II. Как привести финансы в ...;Парабеллум;552 р.;https://www.piter.com/collection/biznes-literatura/product/liga-nastavnikov-epizod-ii-kak-privesti-finansy-v-poryadok-povysit-dohody-i-nastroit-denezhnoe-myshlenie
Презентация на миллион: от идеи до инвестора;Кузьменко Н.;720 р.;https://www.piter.com/collection/biznes-literatura/product/prezentatsiya-na-million-ot-idei-do-investora
Нескучные финансы. Как управлять бизнесом на основе ...;Афанасьев А.;399 р.;https://www.piter.com/collection/biznes-literatura/product/neskuchnye-finansy-kak-upravlyat-biznesom-na-osnove-tsifr-i-ne-soyti-s-uma
Жесткие коммерческие переговоры. Как прочитать оппон...;Илюха С.;399 р.;https://www.piter.com/collection/biznes-literatura/product/zhestkie-kommercheskie-peregovory-kak-prochitat-opponenta-i-proschitat-vse-riski
Инста-грамотные тексты. Пиши с душой – продавай с умом;Кот;538 р.;https://www.piter.com/collection/biznes-literatura/product/insta-gramotnye-teksty-pishi-s-dushoy-prodavay-s-umom
Маркетинг как сериал. Истории, которых ждут;Имшинецкая И.;349 р.;https://www.piter.com/collection/biznes-literatura/product/marketing-kak-serial-istorii-kotoryh-zhdut
Почему лучше покупать именно у вас? Как разработать ...;Обжерин А.;1584 р.;https://www.piter.com/collection/biznes-literatura/product/pochemu-luchshe-pokupat-imenno-u-vas-kak-razrabotat-strategicheskoe-unikalnoe-torgovoe-predlozhenie
Речевая самооборона (#экопокет);Хоменко Р.;384 р.;https://www.piter.com/collection/biznes-literatura/product/rechevaya-samooborona-ekopoket
Бухгалтерский учет в таблицах и схемах. 3-е издание;Гартвич А.;303 р.;https://www.piter.com/collection/biznes-literatura/product/buhgalterskiy-uchet-v-tablitsah-i-shemah-3-e-izdanie
Тексты, которым верят. Коротко, понятно, позитивно (...;Панда;399 р.;https://www.piter.com/collection/biznes-literatura/product/teksty-kotorym-veryat-korotko-ponyatno-pozitivno-audiokniga
Туризм: перезагрузка. Как привлекать иностранных тур...;Корнеев С.;349 р.;https://www.piter.com/collection/biznes-literatura/product/turizm-perezagruzka-kak-privlekat-inostrannyh-turistov-v-rossiyu
Рабочие отношения. Как договориться с трудным началь...;Рубан В.;580 р.;https://www.piter.com/collection/biznes-literatura/product/rabochie-otnosheniya-kak-dogovoritsya-s-trudnym-nachalnikom
Золотое колесо стратегии. Как запустить процесс непр...;Романенко А.;349 р.;https://www.piter.com/collection/biznes-literatura/product/zolotoe-koleso-strategii-kak-zapustit-protsess-nepreryvnogo-razvitiya-kompanii
Визуальный мерчандайзинг. Не только бизнес;Галун Д.;455 р.;https://www.piter.com/collection/biznes-literatura/product/vizualnyy-merchandayzing-ne-tolko-biznes
Копирайтинг: сила убеждения;Панда;638 р.;https://www.piter.com/collection/biznes-literatura/product/kopirayting-sila-ubezhdeniya
Партнерство и спонсорство в event-индустрии. Игра вд...;Франкель;827 р.;https://www.piter.com/collection/biznes-literatura/product/partnerstvo-i-sponsorstvo-v-event-industrii-igra-vdolguyu
Лига Наставников. Эпизод I. Антикризисные решения дл...;Парабеллум;662 р.;https://www.piter.com/collection/biznes-literatura/product/liga-nastavnikov-epizod-i-antikrizisnye-resheniya-dlya-ryvka-v-kariere-otnosheniyah-i-zhizni
Консультируй и продавай;Плотникова А.;349 р.;https://www.piter.com/collection/biznes-literatura/product/konsultiruy-i-prodavay
Бухгалтерский учет за 10 дней. 3-е издание, доп. и п...;Гартвич А.;241 р.;https://www.piter.com/collection/biznes-literatura/product/buhgalterskiy-uchet-za-10-dney-3-e-izdanie-dop-i-pererab
Как подготовиться к экзамену ДипИФР. Все о секретах ...;Кузьмин М.;399 р.;https://www.piter.com/collection/biznes-literatura/product/kak-podgotovitsya-k-ekzamenu-dipifr-vse-o-sekretah-diploma-po-msfo-2-e-izd-dop-i-pererab
Думай как Amazon. 50 и 1/2 идей для бизнеса;Россман;887 р.;https://www.piter.com/collection/biznes-literatura/product/dumay-kak-amazon-50-i-12-idey-dlya-biznesa
Миллионы миллиардов. Как стартовать в игровой индуст...;Михеенко М.;654 р.;https://www.piter.com/collection/biznes-literatura/product/milliony-milliardov-kak-startovat-v-igrovoy-industrii-rabotaya-udalenno-zarabotat-deneg-i-sozdat-igru-svoey-mechty
Ключевые розничные клиенты;Качалов И.;1272 р.;https://www.piter.com/collection/biznes-literatura/product/klyuchevye-roznichnye-klienty
Учет и отчетность для руководителя малого предприятия;Беликова Т.;377 р.;https://www.piter.com/collection/biznes-literatura/product/uchet-i-otchetnost-dlya-rukovoditelya-malogo-predpriyatiya
Точка роста: от малого бизнеса до корпорации;Уашев Э.;498 р.;https://www.piter.com/collection/biznes-literatura/product/tochka-rosta-ot-malogo-biznesa-do-korporatsii
Эмоциональный интеллект в бизнесе: решение сложных л...;Карузо;580 р.;https://www.piter.com/collection/biznes-literatura/product/emotsionalnyy-intellekt-v-biznese-reshenie-slozhnyh-liderskih-zadach
Связи с общественностью для людей без связей;Шунина Ю.;624 р.;https://www.piter.com/collection/biznes-literatura/product/svyazi-s-obschestvennostyu-dlya-lyudey-bez-svyazey
Мотивация торговых команд;Бусыгин О.;509 р.;https://www.piter.com/collection/biznes-literatura/product/motivatsiya-torgovyh-komand
Хайп мозга. Провокационный PR;Андрианов А.;662 р.;https://www.piter.com/collection/biznes-literatura/product/hayp-mozga-provokatsionnyy-pr
Идеальный сервис. Как получить лояльность Клиентов;Золина Е.;399 р.;https://www.piter.com/collection/biznes-literatura/product/idealnyy-servis-kak-poluchit-loyalnost-klientov
Продай свое портфолио. То, чему не учат в дизайнерск...;Джанда;1074 р.;https://www.piter.com/collection/biznes-literatura/product/proday-svoe-portfolio-to-chemu-ne-uchat-v-dizaynerskih-shkolah
Говорите ясно и убедительно (#экопокет);Флеминг;384 р.;https://www.piter.com/collection/biznes-literatura/product/govorite-yasno-i-ubeditelno-ekopoket
Лабиринт: искусство принимать решения;Мотыль;725 р.;https://www.piter.com/collection/biznes-literatura/product/labirint-iskusstvo-prinimat-resheniya
Код убеждения. Как нейромаркетинг повышает продажи, ...;Морен;870 р.;https://www.piter.com/collection/biznes-literatura/product/kod-ubezhdeniya-kak-neyromarketing-povyshaet-prodazhi-effektivnost-reklamnyh-kampaniy-i-konversiyu-sayta
Системный бизнес. Лидер и команда;Фролов Е.;409 р.;https://www.piter.com/collection/biznes-literatura/product/sistemnyy-biznes-lider-i-komanda
В одно касание. Бизнес-стратегии Google, Apple, Face...;Мехта;858 р.;https://www.piter.com/collection/biznes-literatura/product/v-odno-kasanie-biznes-strategii-google-apple-facebook-amazon-i-drugih-korporatsiy
Айкибизнес: как запустить и сохранить свой бизнес;Лушников А.;628 р.;https://www.piter.com/collection/biznes-literatura/product/aykibiznes-kak-zapustit-i-sohranit-svoy-biznes
Не давайте скидок! Современные техники продаж. 3-е изд.;Колотилов Е.;399 р.;https://www.piter.com/collection/biznes-literatura/product/ne-davayte-skidok-sovremennye-tehniki-prodazh-3-e-izd
Большая книга директора магазина. Технологии 4.0;Сысоева С.;1470 р.;https://www.piter.com/collection/biznes-literatura/product/bolshaya-kniga-direktora-magazina-tehnologii-40
Дизайн-мышление. От инсайта к новым продуктам и рынкам;Леврик;1452 р.;https://www.piter.com/collection/biznes-literatura/product/dizayn-myshlenie-ot-insayta-k-novym-produktam-i-rynkam
Продающие тексты: модель для сборки. Копирайтинг для...;Кот;457 р.;https://www.piter.com/collection/biznes-literatura/product/prodayuschie-teksty-model-dlya-sborki-kopirayting-dlya-vseh-2
Яндекс.Директ: Как получать прибыль, а не играть в л...;Царевский Ф.;299 р.;https://www.piter.com/collection/biznes-literatura/product/yandeksdirekt-kak-poluchat-pribyl-a-ne-igrat-v-lotereyu-4-e-izd-dop-i-pererab
Договаривайся, а не говори. Техники управляемых пере...;Горбачев Г.;275 р.;https://www.piter.com/collection/biznes-literatura/product/dogovarivaysya-a-ne-govori-tehniki-upravlyaemyh-peregovorov
От нуля до баланса. Бухгалтерский учет для начинающи...;Беликова Т.;319 р.;https://www.piter.com/collection/biznes-literatura/product/ot-nulya-do-balansa-buhgalterskiy-uchet-dlya-nachinayuschih-obnovlennoe-izdanie
KPI. Внедрение и применение;Вишнякова М.;349 р.;https://www.piter.com/collection/biznes-literatura/product/kpi-vnedrenie-i-primenenie
Оформляем кадровые документы. Новое 5-е изд.;Митрофанова ;218 р.;https://www.piter.com/collection/biznes-literatura/product/oformlyaem-kadrovye-dokumenty-novoe-5-e-izd
Маркетинговые войны. Новое издание;Траут;1050 р.;https://www.piter.com/collection/biznes-literatura/product/marketingovye-voyny-novoe-izdanie-2
Сам себе босс. Бизнес-роман о бирюзовой компании (ау...;Гафаров Р.;299 р.;https://www.piter.com/collection/biznes-literatura/product/sam-sebe-boss-biznes-roman-o-biryuzovoy-kompanii-audiokniga
Сметное дело в строительстве. Самоучитель. 5-е изд.,...;Ардзинов В.;499 р.;https://www.piter.com/collection/biznes-literatura/product/smetnoe-delo-v-stroitelstve-samouchitel-5-e-izd-pererabotannoe-i-dopolnennoe
Продажи b2b: 101+ кейс;Колотилов Е.;399 р.;https://www.piter.com/collection/biznes-literatura/product/prodazhi-b2b-101-keys
Нам наверх. Инструменты построения личного бренда ри...;Мавричева;399 р.;https://www.piter.com/collection/biznes-literatura/product/nam-naverh-instrumenty-postroeniya-lichnogo-brenda-rieltora-2
Большие контракты. 2-е издание;Бакшт К.;;https://www.piter.com/collection/biznes-literatura/product/bolshie-kontrakty-2-e-izdanie-57c44e
Бухгалтерский учет за 14 дней. Экспресс-курс. Новое,...;Молчанов С.;887 р.;https://www.piter.com/collection/biznes-literatura/product/buhgalterskiy-uchet-za-14-dney-ekspress-kurs-novoe-13-e-izd
Бизнес изи-изи, рил ток. Как прокачать себя, переста...;Чипижко А.;625 р.;https://www.piter.com/collection/biznes-literatura/product/biznes-izi-izi-ril-tok-kak-prokachat-sebya-perestat-stradat-i-stat-millionerom
Бухгалтерский учет за 10 дней. Обновленное издание;Гартвич А.;197 р.;https://www.piter.com/collection/biznes-literatura/product/buhgalterskiy-uchet-za-10-dney-obnovlennoe-izdanie
"""Упрощенка"" с нуля. Новое 5-е издание";Гартвич А.;219 р.;https://www.piter.com/collection/biznes-literatura/product/uproschenka-s-nulya-novoe-5-e-izdanie
Построение отдела продаж. WORLDWIDE;Бакшт К.;399 р.;https://www.piter.com/collection/biznes-literatura/product/postroenie-otdela-prodazh-worldwide
HR #digital #бренд #аналитика #маркетинг;Осовицкая Н.;;https://www.piter.com/collection/biznes-literatura/product/hr-digital-brend-analitika-marketing
Ежедневник. Система Константина Бакшта;Бакшт К.;599 р.;https://www.piter.com/collection/biznes-literatura/product/ezhednevnik-sistema-konstantina-bakshta-2
Продвижение бизнеса в ВКонтакте. Системный подход;Румянцев Д.;349 р.;https://www.piter.com/collection/biznes-literatura/product/prodvizhenie-biznesa-v-vkontakte-sistemnyy-podhod
Инвестиция на миллиард. Как увеличить прибыль, сокра...;Черных А.;290 р.;https://www.piter.com/collection/biznes-literatura/product/investitsiya-na-milliard-kak-uvelichit-pribyl-sokratit-rashody-i-obygrat-uorrena-baffeta
Умная Заграница. Учеба и работа за рубежом. Руководс...;Соломатина  К.;420 р.;https://www.piter.com/collection/biznes-literatura/product/umnaya-zagranitsa-ucheba-i-rabota-za-rubezhom-rukovodstvo-k-deystviyu
Продажи и производство: враги или партнеры?;Бакшт К.;923 р.;https://www.piter.com/collection/biznes-literatura/product/prodazhi-i-proizvodstvo-vragi-ili-partnery-2
"Построение бизнеса услуг: с ""нуля"" до доминирования ...";Бакшт К.;;https://www.piter.com/collection/biznes-literatura/product/postroenie-biznesa-uslug-s-nulya-do-dominirovaniya-na-rynke-d7165c
Как загубить собственный бизнес: вредные советы пред...;Бакшт К.;;https://www.piter.com/collection/biznes-literatura/product/kak-zagubit-sobstvennyy-biznes-vrednye-sovety-predprinimatelyam-3-e-izd-2
Гуру Инстаграм и скрипт больших продаж;Драновский К.;832 р.;https://www.piter.com/collection/biznes-literatura/product/guru-instagram-i-skript-bolshih-prodazh
Отличайся! Личный бренд — оружие массового впечатления;Асланов Т.;384 р.;https://www.piter.com/collection/biznes-literatura/product/otlichaysya-lichnyy-brend-oruzhie-massovogo-vpechatleniya
О криптовалюте просто. Биткоин, эфириум, блокчейн, д...;Джулиан;320 р.;https://www.piter.com/collection/biznes-literatura/product/o-kriptovalyute-prosto-bitkoin-efirium-blokcheyn-detsentralizatsiya-mayning-ico-co
Оптимизация и продвижение в поисковых системах. 4-е ...;Ашманов И.;399 р.;https://www.piter.com/collection/biznes-literatura/product/optimizatsiya-i-prodvizhenie-v-poiskovyh-sistemah-4-e-izd
Котенок, ребенок и голая женщина. Психология влияния...;Запотылок Е.;349 р.;https://www.piter.com/collection/biznes-literatura/product/kotenok-rebenok-i-golaya-zhenschina-psihologiya-vliyaniya-reklamy
Сам себе босс. Бизнес-роман о бирюзовой компании;Гафаров Р.;359 р.;https://www.piter.com/collection/biznes-literatura/product/sam-sebe-boss-biznes-roman-o-biryuzovoy-kompanii
Позиционирование: битва за умы. Новое издание;Траут;1055 р.;https://www.piter.com/collection/biznes-literatura/product/pozitsionirovanie-bitva-za-umy-novoe-izdanie-2
Как заработать на криптовалютах и блокчейне. Объясня...;Русова С.;320 р.;https://www.piter.com/collection/biznes-literatura/product/kak-zarabotat-na-kriptovalyutah-i-blokcheyne-obyasnyaem-na-paltsah
Взгляд льва. Как развить системное мышление;Киселев М.;219 р.;https://www.piter.com/collection/biznes-literatura/product/vzglyad-lva-kak-razvit-sistemnoe-myshlenie
В объятиях маркетинга, или когда клиент скупает все;Пылаев И.;402 р.;https://www.piter.com/collection/biznes-literatura/product/v-obyatiyah-marketinga-ili-kogda-klient-skupaet-vse
Говори красиво и уверенно. Постановка голоса и речи;Шестакова Е.;366 р.;https://www.piter.com/collection/biznes-literatura/product/govori-krasivo-i-uverenno-postanovka-golosa-i-rechi-2
Event-маркетинг. Все об организации и продвижении со...;Румянцев Д.;;https://www.piter.com/collection/biznes-literatura/product/event-marketing-vse-ob-organizatsii-i-prodvizhenii-sobytiy-2
Оформляем кадровые документы. Новое 6-е изд.;Митрофанова ;299 р.;https://www.piter.com/collection/biznes-literatura/product/oformlyaem-kadrovye-dokumenty-novoe-6-e-izd
Финансы для нефинансистов;Ярухина Л.;396 р.;https://www.piter.com/collection/biznes-literatura/product/finansy-dlya-nefinansistov-2
Как продать что угодно кому угодно;Джирард;341 р.;https://www.piter.com/collection/biznes-literatura/product/kak-prodat-chto-ugodno-komu-ugodno-48751b
Бизнес х 2. Стратегия удвоения прибыли;Маринович В.;399 р.;https://www.piter.com/collection/biznes-literatura/product/biznes-h-2-strategiya-udvoeniya-pribyli
Дифференцируйся или умирай! Выживание в эпоху убийст...;Траут;1020 р.;https://www.piter.com/collection/biznes-literatura/product/differentsiruysya-ili-umiray-vyzhivanie-v-epohu-ubiystvennoy-konkurentsii-novoe-izdanie
Обучение и развитие менеджеров отдела продаж;Назаров А.;504 р.;https://www.piter.com/collection/biznes-literatura/product/obuchenie-i-razvitie-menedzherov-otdela-prodazh
Тексты, которым верят. Коротко, понятно, позитивно;Панда;714 р.;https://www.piter.com/collection/biznes-literatura/product/teksty-kotorym-veryat-korotko-ponyatno-pozitivno-2
Копирайтинг: как не съесть собаку. Создаем тексты, к...;Кот;430 р.;https://www.piter.com/collection/biznes-literatura/product/kopirayting-kak-ne-sest-sobaku-sozdaem-teksty-kotorye-prodayut-3
Выступление в стиле TED. Говорю. Слушаю. Слышу.;Трежер;399 р.;https://www.piter.com/collection/biznes-literatura/product/vystuplenie-v-stile-ted-govoryu-slushayu-slyshu
Современный стратегический анализ. 9-е изд.;Грант Р.;2424 р.;https://www.piter.com/collection/biznes-literatura/product/sovremennyy-strategicheskiy-analiz-9-e-izd
Бухгалтерский учет за 10 дней;Гартвич А.;179 р.;https://www.piter.com/collection/biznes-literatura/product/buhgalterskiy-uchet-za-10-dney
Бухгалтерский учет в таблицах и схемах;Гартвич А.;229 р.;https://www.piter.com/collection/biznes-literatura/product/buhgalterskiy-uchet-v-tablitsah-i-shemah
АпперКот конкурентам. Выгоды — клиентам;Кот;421 р.;https://www.piter.com/collection/biznes-literatura/product/apperkot-konkurentam-vygody-klientam
Правила торговли;Рогожин М.;59 р.;https://www.piter.com/collection/biznes-literatura/product/pravila-torgovli-83c775
Эту речь невозможно забыть. Секреты ораторского маст...;Пожарска;200 р.;https://www.piter.com/collection/biznes-literatura/product/etu-rech-nevozmozhno-zabyt-sekrety-oratorskogo-masterstva-2-e-izdanie
Маркетинг менеджмент. 15-е изд.;Котлер;3456 р.;https://www.piter.com/collection/biznes-literatura/product/marketing-menedzhment-15-e-izd
Таргетированная реклама. Точно в яблочко;Щербаков С.;914 р.;https://www.piter.com/collection/biznes-literatura/product/targetirovannaya-reklama-tochno-v-yablochko
Многоквартирный дом: стандарты управления и инфрастр...;Гассуль В.;335 р.;https://www.piter.com/collection/biznes-literatura/product/mnogokvartirnyy-dom-standarty-upravleniya-i-infrastruktura
Energy management. Личная эффективность на 100%;Зайцев А.;300 р.;https://www.piter.com/collection/biznes-literatura/product/energy-management-lichnaya-effektivnost-na-100
